PCS length (L),Number of PCS of Length L
2151,34
2152,17
2153,22
2154,24
2155,20
2156,14
2157,27
2158,29
2159,16
2160,24
2161,19
2162,19
2163,22
2164,26
2165,23
2166,19
2167,26
2168,27
2169,26
2170,23
2171,22
2172,18
2173,24
2174,15
2175,24
2176,21
2177,21
2178,24
2179,26
2180,21
2181,21
2182,25
2183,21
2184,24
2185,22
2186,9
2187,21
2188,12
2189,18
2190,36
2191,25
2192,21
2193,22
2194,16
2195,22
2196,22
2197,26
2198,20
2199,25
2200,16
2201,21
2202,29
2203,24
2204,20
2205,33
2206,23
2207,26
2208,28
2209,27
2210,18
2211,22
2212,23
2213,18
2214,16
2215,32
2216,36
2217,19
2218,19
2219,19
2220,20
2221,15
2222,25
2223,15
2224,25
2225,17
2226,25
2227,22
2228,18
2229,19
2230,21
2231,30
2232,22
2233,21
2234,23
2235,20
2236,17
2237,19
2238,19
2239,19
2240,21
2241,19
2242,21
2243,18
2244,17
2245,17
2246,22
2247,23
2248,16
2249,22
2250,20
2251,23
2252,18
2253,21
2254,13
2255,13
2256,23
2257,19
2258,23
2259,15
2260,20
2261,16
2262,31
2263,19
2264,16
2265,20
2266,23
2267,16
2268,20
2269,19
2270,21
2271,26
2272,19
2273,18
2274,18
2275,15
2276,22
2277,28
2278,18
2279,17
2280,14
2281,24
2282,18
2283,17
2284,18
2285,20
2286,22
2287,14
2288,8
2289,17
2290,12
2291,20
2292,11
2293,25
2294,12
2295,16
2296,20
2297,20
2298,25
2299,19
2300,18
2301,21
2302,20
2303,19
2304,19
2305,14
2306,18
2307,24
2308,25
2309,21
2310,18
2311,15
2312,13
2313,26
2314,21
2315,14
2316,21
2317,14
2318,9
2319,17
2320,23
2321,22
2322,17
2323,19
2324,16
2325,15
2326,16
2327,22
2328,18
2329,19
2330,17
2331,20
2332,18
2333,20
2334,8
2335,12
2336,17
2337,19
2338,12
2339,16
2340,19
2341,23
2342,15
2343,16
2344,17
2345,17
2346,21
2347,12
2348,20
2349,19
2350,17
2351,16
2352,15
2353,17
2354,23
2355,15
2356,18
2357,15
2358,9
2359,15
2360,16
2361,11
2362,11
2363,14
2364,18
2365,20
2366,17
2367,16
2368,17
2369,14
2370,13
2371,13
2372,14
2373,24
2374,14
2375,19
2376,15
2377,14
2378,9
2379,12
2380,11
2381,18
2382,11
2383,20
2384,15
2385,20
2386,14
2387,14
2388,13
2389,19
2390,25
2391,17
2392,14
2393,20
2394,21
2395,15
2396,21
2397,14
2398,14
2399,19
2400,24
2401,9
2402,18
2403,10
2404,9
2405,16
2406,15
2407,15
2408,9
2409,7
2410,10
2411,13
2412,8
2413,9
2414,14
2415,13
2416,11
2417,12
2418,15
2419,10
2420,15
2421,16
2422,13
2423,14
2424,18
2425,12
2426,8
2427,9
2428,15
2429,13
2430,19
2431,13
2432,20
2433,14
2434,11
2435,15
2436,11
2437,8
2438,14
2439,18
2440,11
2441,12
2442,17
2443,15
2444,17
2445,12
2446,16
2447,12
2448,18
2449,11
2450,12
2451,15
2452,10
2453,19
2454,15
2455,22
2456,12
2457,12
2458,21
2459,13
2460,19
2461,18
2462,15
2463,10
2464,14
2465,20
2466,13
2467,17
2468,7
2469,14
2470,12
2471,11
2472,12
2473,7
2474,8
2475,11
2476,15
2477,14
2478,17
2479,11
2480,11
2481,16
2482,11
2483,12
2484,16
2485,13
2486,12
2487,10
2488,12
2489,15
2490,7
2491,11
2492,7
2493,14
2494,9
2495,11
2496,12
2497,14
2498,9
2499,12
2500,11
2501,8
2502,11
2503,14
2504,15
2505,11
2506,13
2507,13
2508,17
2509,20
2510,12
2511,14
2512,11
2513,12
2514,15
2515,9
2516,21
2517,10
2518,14
2519,13
2520,8
2521,20
2522,10
2523,7
2524,11
2525,15
2526,15
2527,6
2528,6
2529,16
2530,16
2531,13
2532,13
2533,8
2534,10
2535,5
2536,8
2537,14
2538,11
2539,13
2540,13
2541,11
2542,16
2543,12
2544,11
2545,11
2546,10
2547,17
2548,11
2549,12
2550,13
2551,9
2552,5
2553,9
2554,11
2555,6
2556,10
2557,13
2558,11
2559,15
2560,9
2561,13
2562,12
2563,12
2564,15
2565,10
2566,9
2567,6
2568,13
2569,15
2570,10
2571,12
2572,11
2573,5
2574,10
2575,6
2576,13
2577,5
2578,12
2579,6
2580,13
2581,7
2582,11
2583,9
2584,11
2585,6
2586,15
2587,4
2588,5
2589,8
2590,14
2591,12
2592,7
2593,10
2594,9
2595,6
2596,12
2597,13
2598,12
2599,7
2600,11
2601,7
2602,7
2603,14
2604,8
2605,10
2606,18
2607,10
2608,8
2609,12
2610,11
2611,7
2612,9
2613,10
2614,8
2615,6
2616,12
2617,8
2618,15
2619,14
2620,11
2621,6
2622,12
2623,10
2624,15
2625,10
2626,8
2627,14
2628,6
2629,6
2630,10
2631,5
2632,10
2633,2
2634,12
2635,10
2636,12
2637,9
2638,5
2639,17
2640,7
2641,12
2642,9
2643,11
2644,11
2645,10
2646,7
2647,8
2648,12
2649,5
2650,8
2651,3
2652,5
2653,12
2654,5
2655,7
2656,12
2657,13
2658,9
2659,4
2660,12
2661,13
2662,6
2663,10
2664,5
2665,3
2666,4
2667,5
2668,13
2669,7
2670,5
2671,4
2672,8
2673,3
2674,3
2675,10
2676,7
2677,9
2678,7
2679,5
2680,6
2681,7
2682,11
2683,9
2684,9
2685,7
2686,4
2687,6
2688,11
2689,9
2690,9
2691,3
2692,5
2693,12
2694,9
2695,5
2696,9
2697,10
2698,4
2699,8
2700,5
2701,7
2702,4
2703,10
2704,4
2705,9
2706,3
2707,6
2708,8
2709,5
2710,8
2711,4
2712,6
2713,7
2714,7
2715,9
2716,5
2717,4
2718,7
2719,8
2720,8
2721,9
2722,9
2723,11
2724,5
2725,10
2726,7
2727,7
2728,1
2729,6
2730,3
2731,7
2732,4
2733,8
2734,5
2735,9
2736,8
2737,9
2738,14
2739,4
2740,2
2741,11
2742,5
2743,15
2744,8
2745,5
2746,4
2747,8
2748,8
2749,8
2750,12
2751,7
2752,7
2753,8
2754,5
2755,6
2756,8
2757,5
2758,5
2759,14
2760,10
2761,12
2762,5
2763,6
2764,8
2765,10
2766,5
2767,7
2768,4
2769,8
2770,6
2771,12
2772,4
2773,8
2774,10
2775,3
2776,7
2777,7
2778,10
2779,7
2780,6
2781,4
2782,7
2783,11
2784,5
2785,2
2786,5
2787,10
2788,9
2789,5
2790,3
2791,9
2792,10
2793,5
2794,8
2795,7
2796,9
2797,8
2798,9
2799,12
2800,8
2801,3
2802,2
2803,5
2804,9
2805,7
2806,7
2807,6
2808,7
2809,12
2810,8
2811,10
2812,6
2813,7
2814,7
2815,3
2816,7
2817,6
2818,10
2819,4
2820,5
2821,5
2822,4
2823,9
2824,7
2825,5
2826,9
2827,8
2828,2
2829,10
2830,5
2831,7
2832,4
2833,3
2834,4
2835,5
2836,5
2837,8
2838,6
2839,8
2840,5
2841,4
2842,7
2843,8
2844,2
2845,10
2846,2
2847,8
2848,6
2849,8
2850,6
2851,4
2852,3
2853,5
2854,4
2855,7
2856,7
2857,6
2858,4
2859,10
2860,7
2861,14
2862,5
2863,9
2864,11
2865,8
2866,3
2867,7
2868,5
2869,3
2870,8
2871,4
2872,2
2873,5
2874,6
2875,6
2876,8
2877,3
2878,4
2879,9
2880,5
2881,5
2882,5
2883,7
2884,8
2885,2
2886,3
2887,6
2888,5
2889,9
2890,8
2891,4
2892,5
2893,3
2894,6
2895,7
2896,7
2897,3
2898,6
2899,9
2900,9
2901,8
2902,4
2903,4
2904,3
2905,4
2906,4
2907,3
2908,6
2909,3
2910,5
2911,6
2912,9
2913,8
2914,3
2915,4
2916,1
2917,7
2918,6
2919,3
2920,3
2921,6
2922,7
2923,8
2924,4
2925,4
2926,5
2927,3
2928,7
2929,5
2930,6
2931,8
2932,5
2933,3
2934,2
2935,4
2936,4
2937,7
2938,1
2939,7
2940,3
2941,7
2942,4
2943,2
2944,3
2945,3
2946,10
2947,8
2948,4
2949,6
2950,5
2951,8
2952,2
2953,7
2954,6
2955,6
2956,6
2957,7
2958,9
2959,5
2960,5
2961,3
2962,4
2963,4
2964,4
2965,7
2966,9
2967,5
2968,6
2969,3
2970,2
2971,9
2972,5
2973,9
2974,5
2975,3
2976,5
2977,6
2978,6
2979,4
2980,8
2981,5
2982,7
2983,3
2984,3
2985,1
2986,2
2987,2
2988,5
2989,5
2990,2
2991,2
2992,5
2993,4
2994,4
2995,6
2996,3
2997,6
2998,3
2999,2
3000,8
3001,2
3002,7
3003,2
3004,9
3005,0
3006,5
3007,3
3008,3
3009,4
3010,4
3011,1
3012,0
3013,2
3014,5
3015,6
3016,4
3017,2
3018,9
3019,8
3020,0
3021,4
3022,8
3023,7
3024,6
3025,3
3026,3
3027,2
3028,8
3029,7
3030,1
3031,5
3032,7
3033,4
3034,3
3035,6
3036,4
3037,2
3038,3
3039,1
3040,2
3041,2
3042,3
3043,4
3044,3
3045,0
3046,4
3047,4
3048,4
3049,1
3050,3
3051,6
3052,3
3053,5
3054,0
3055,3
3056,3
3057,0
3058,1
3059,5
3060,4
3061,2
3062,7
3063,5
3064,4
3065,3
3066,2
3067,9
3068,3
3069,2
3070,4
3071,3
3072,5
3073,2
3074,7
3075,2
3076,4
3077,3
3078,3
3079,3
3080,4
3081,1
3082,5
3083,2
3084,0
3085,5
3086,5
3087,4
3088,4
3089,3
3090,2
3091,3
3092,0
3093,3
3094,3
3095,3
3096,6
3097,4
3098,2
3099,3
3100,1
3101,6
3102,3
3103,3
3104,3
3105,3
3106,2
3107,6
3108,4
3109,3
3110,2
3111,2
3112,3
3113,2
3114,5
3115,10
3116,2
3117,3
3118,1
3119,1
3120,6
3121,3
3122,2
3123,3
3124,5
3125,5
3126,3
3127,3
3128,2
3129,7
3130,4
3131,7
3132,4
3133,4
3134,2
3135,2
3136,4
3137,2
3138,2
3139,3
3140,6
3141,4
3142,3
3143,1
3144,4
3145,5
3146,3
3147,6
3148,3
3149,2
3150,6
3151,4
3152,5
3153,0
3154,3
3155,1
3156,2
3157,6
3158,4
3159,5
3160,2
3161,4
3162,6
3163,6
3164,3
3165,7
3166,2
3167,4
3168,7
3169,3
3170,4
3171,2
3172,2
3173,1
3174,6
3175,7
3176,2
3177,4
3178,7
3179,5
3180,3
3181,3
3182,4
3183,3
3184,1
3185,4
3186,7
3187,4
3188,1
3189,7
3190,1
3191,3
3192,3
3193,3
3194,2
3195,8
3196,2
3197,0
3198,4
3199,2
3200,2
3201,3
3202,1
3203,2
3204,3
3205,3
3206,0
3207,7
3208,4
3209,1
3210,0
3211,4
3212,2
3213,6
3214,2
3215,5
3216,1
3217,4
3218,2
3219,1
3220,2
3221,5
3222,4
3223,5
3224,2
3225,2
3226,5
3227,3
3228,3
3229,4
3230,1
3231,0
3232,0
3233,3
3234,5
3235,7
3236,3
3237,7
3238,4
3239,3
3240,3
3241,3
3242,3
3243,0
3244,5
3245,2
3246,2
3247,3
3248,1
3249,3
3250,5
3251,3
3252,3
3253,3
3254,2
3255,3
3256,3
3257,1
3258,5
3259,3
3260,3
3261,5
3262,2
3263,4
3264,2
3265,3
3266,4
3267,2
3268,3
3269,3
3270,5
3271,5
3272,2
3273,0
3274,3
3275,3
3276,3
3277,2
3278,4
3279,2
3280,1
3281,4
3282,1
3283,3
3284,5
3285,2
3286,4
3287,2
3288,3
3289,2
3290,5
3291,4
3292,2
3293,2
3294,6
3295,0
3296,2
3297,1
3298,4
3299,2
3300,3
3301,2
3302,0
3303,2
3304,3
3305,4
3306,1
3307,4
3308,2
3309,2
3310,1
3311,4
3312,1
3313,2
3314,2
3315,2
3316,1
3317,3
3318,1
3319,2
3320,0
3321,3
3322,1
3323,0
3324,3
3325,3
3326,4
3327,5
3328,1
3329,1
3330,6
3331,2
3332,3
3333,3
3334,1
3335,4
3336,7
3337,5
3338,0
3339,1
3340,0
3341,1
3342,2
3343,4
3344,2
3345,3
3346,6
3347,1
3348,1
3349,2
3350,0
3351,2
3352,5
3353,0
3354,1
3355,4
3356,1
3357,2
3358,2
3359,8
3360,2
3361,1
3362,1
3363,1
3364,2
3365,1
3366,2
3367,4
3368,2
3369,4
3370,2
3371,2
3372,1
3373,1
3374,3
3375,2
3376,2
3377,2
3378,2
3379,2
3380,1
3381,2
3382,3
3383,4
3384,2
3385,1
3386,0
3387,1
3388,3
3389,4
3390,2
3391,3
3392,1
3393,1
3394,0
3395,0
3396,2
3397,0
3398,1
3399,1
3400,2
3401,2
3402,2
3403,5
3404,2
3405,3
3406,1
3407,1
3408,4
3409,4
3410,2
3411,1
3412,0
3413,2
3414,4
3415,3
3416,1
3417,2
3418,2
3419,2
3420,2
3421,2
3422,2
3423,0
3424,2
3425,2
3426,1
3427,2
3428,1
3429,0
3430,2
3431,3
3432,4
3433,2
3434,1
3435,0
3436,1
3437,2
3438,0
3439,1
3440,4
3441,3
3442,1
3443,3
3444,2
3445,1
3446,3
3447,1
3448,1
3449,2
3450,0
3451,2
3452,3
3453,3
3454,2
3455,3
3456,1
3457,2
3458,2
3459,2
3460,3
3461,2
3462,2
3463,2
3464,2
3465,2
3466,0
3467,0
3468,2
3469,0
3470,1
3471,1
3472,1
3473,0
3474,2
3475,1
3476,2
3477,3
3478,1
3479,2
3480,4
3481,0
3482,3
3483,2
3484,0
3485,2
3486,2
3487,0
3488,2
3489,6
3490,0
3491,4
3492,3
3493,1
3494,1
3495,2
3496,1
3497,5
3498,1
3499,1
3500,2
3501,3
3502,2
3503,1
3504,4
3505,0
3506,0
3507,0
3508,2
3509,6
3510,1
3511,2
3512,2
3513,4
3514,3
3515,2
3516,3
3517,2
3518,1
3519,2
3520,1
3521,4
3522,4
3523,1
3524,0
3525,1
3526,3
3527,1
3528,1
3529,3
3530,2
3531,2
3532,2
3533,2
3534,0
3535,4
3536,0
3537,0
3538,1
3539,1
3540,1
3541,0
3542,1
3543,1
3544,1
3545,2
3546,1
3547,1
3548,1
3549,1
3550,2
3551,3
3552,3
3553,1
3554,2
3555,2
3556,1
3557,0
3558,1
3559,1
3560,3
3561,1
3562,1
3563,1
3564,2
3565,2
3566,1
3567,0
3568,0
3569,3
3570,3
3571,2
3572,3
3573,1
3574,1
3575,1
3576,0
3577,2
3578,1
3579,1
3580,4
3581,1
3582,0
3583,4
3584,3
3585,0
3586,1
3587,1
3588,1
3589,2
3590,2
3591,0
3592,1
3593,2
3594,1
3595,0
3596,2
3597,0
3598,2
3599,1
3600,1
3601,3
3602,1
3603,1
3604,0
3605,1
3606,1
3607,1
3608,0
3609,5
3610,1
3611,2
3612,2
3613,3
3614,1
3615,0
3616,1
3617,0
3618,0
3619,1
3620,4
3621,1
3622,1
3623,0
3624,1
3625,1
3626,0
3627,2
3628,0
3629,0
3630,1
3631,0
3632,1
3633,3
3634,2
3635,3
3636,2
3637,3
3638,1
3639,0
3640,2
3641,0
3642,2
3643,2
3644,1
3645,1
3646,1
3647,2
3648,1
3649,4
3650,2
3651,2
3652,2
3653,1
3654,1
3655,2
3656,1
3657,1
3658,2
3659,1
3660,3
3661,1
3662,1
3663,0
3664,1
3665,0
3666,0
3667,1
3668,2
3669,4
3670,1
3671,1
3672,1
3673,1
3674,2
3675,1
3676,0
3677,1
3678,3
3679,1
3680,0
3681,2
3682,1
3683,3
3684,3
3685,3
3686,0
3687,2
3688,1
3689,1
3690,3
3691,1
3692,2
3693,2
3694,0
3695,2
3696,1
3697,5
3698,1
3699,0
3700,4
3701,0
3702,1
3703,1
3704,1
3705,0
3706,2
3707,0
3708,0
3709,2
3710,1
3711,1
3712,1
3713,0
3714,2
3715,4
3716,1
3717,1
3718,4
3719,2
3720,1
3721,1
3722,4
3723,3
3724,0
3725,1
3726,0
3727,0
3728,1
3729,0
3730,3
3731,0
3732,0
3733,1
3734,0
3735,1
3736,2
3737,0
3738,1
3739,2
3740,0
3741,1
3742,0
3743,0
3744,0
3745,1
3746,1
3747,1
3748,0
3749,2
3750,1
3751,1
3752,2
3753,1
3754,1
3755,3
3756,2
3757,1
3758,3
3759,2
3760,0
3761,3
3762,2
3763,2
3764,1
3765,2
3766,2
3767,1
3768,0
3769,0
3770,1
3771,3
3772,2
3773,0
3774,2
3775,1
3776,0
3777,0
3778,1
3779,0
3780,0
3781,1
3782,1
3783,1
3784,3
3785,1
3786,2
3787,2
3788,1
3789,0
3790,1
3791,0
3792,0
3793,1
3794,2
3795,0
3796,1
3797,3
3798,0
3799,4
3800,0
3801,0
3802,1
3803,0
3804,1
3805,0
3806,2
3807,0
3808,1
3809,1
3810,3
3811,3
3812,0
3813,0
3814,1
3815,2
3816,3
3817,1
3818,3
3819,0
3820,1
3821,0
3822,1
3823,1
3824,4
3825,1
3826,0
3827,1
3828,1
3829,0
3830,1
3831,2
3832,2
3833,1
3834,2
3835,2
3836,0
3837,1
3838,1
3839,4
3840,2
3841,1
3842,0
3843,1
3844,2
3845,2
3846,0
3847,0
3848,0
3849,1
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,2
3857,3
3858,0
3859,0
3860,0
3861,1
3862,1
3863,0
3864,3
3865,1
3866,0
3867,0
3868,1
3869,3
3870,0
3871,1
3872,1
3873,2
3874,0
3875,1
3876,1
3877,1
3878,1
3879,1
3880,3
3881,0
3882,0
3883,2
3884,1
3885,1
3886,0
3887,0
3888,1
3889,0
3890,0
3891,1
3892,0
3893,0
3894,1
3895,3
3896,1
3897,2
3898,1
3899,1
3900,1
3901,1
3902,0
3903,1
3904,0
3905,0
3906,0
3907,1
3908,2
3909,0
3910,0
3911,0
3912,0
3913,0
3914,1
3915,2
3916,1
3917,0
3918,0
3919,1
3920,1
3921,2
3922,0
3923,2
3924,2
3925,2
3926,0
3927,1
3928,0
3929,1
3930,3
3931,0
3932,1
3933,2
3934,0
3935,2
3936,2
3937,2
3938,0
3939,0
3940,1
3941,0
3942,0
3943,2
3944,2
3945,1
3946,3
3947,1
3948,2
3949,2
3950,0
3951,0
3952,2
3953,2
3954,2
3955,1
3956,1
3957,1
3958,1
3959,1
3960,0
3961,2
3962,1
3963,0
3964,3
3965,2
3966,3
3967,0
3968,0
3969,1
3970,0
3971,0
3972,0
3973,0
3974,2
3975,2
3976,0
3977,1
3978,1
3979,1
3980,1
3981,0
3982,2
3983,0
3984,0
3985,2
3986,1
3987,1
3988,4
3989,0
3990,1
3991,0
3992,0
3993,0
3994,0
3995,0
3996,3
3997,2
3998,1
3999,0
4000,1
4001,0
4002,0
4003,1
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,1
4013,0
4014,0
4015,0
4016,0
4017,0
4018,1
4019,0
4020,3
4021,0
4022,1
4023,1
4024,0
4025,0
4026,2
4027,1
4028,1
4029,1
4030,0
4031,0
4032,0
4033,1
4034,1
4035,0
4036,4
4037,0
4038,0
4039,0
4040,1
4041,3
4042,1
4043,1
4044,1
4045,1
4046,0
4047,1
4048,1
4049,1
4050,1
4051,1
4052,0
4053,3
4054,1
4055,0
4056,1
4057,0
4058,1
4059,0
4060,1
4061,1
4062,0
4063,0
4064,1
4065,1
4066,0
4067,1
4068,0
4069,1
4070,1
4071,0
4072,1
4073,0
4074,1
4075,0
4076,1
4077,1
4078,1
4079,1
4080,0
4081,0
4082,1
4083,0
4084,0
4085,1
4086,0
4087,1
4088,0
4089,1
4090,0
4091,0
4092,0
4093,1
4094,0
4095,0
4096,1
4097,0
4098,3
4099,0
4100,0
4101,0
4102,0
4103,0
4104,1
4105,1
4106,1
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,1
4114,0
4115,0
4116,0
4117,1
4118,1
4119,1
4120,1
4121,1
4122,0
4123,0
4124,0
4125,0
4126,2
4127,0
4128,0
4129,0
4130,0
4131,0
4132,1
4133,0
4134,0
4135,0
4136,1
4137,2
4138,0
4139,0
4140,0
4141,0
4142,1
4143,0
4144,0
4145,1
4146,0
4147,0
4148,0
4149,0
4150,0
4151,0
4152,0
4153,1
4154,0
4155,2
4156,0
4157,0
4158,0
4159,1
4160,0
4161,0
4162,1
4163,1
4164,0
4165,0
4166,2
4167,0
4168,0
4169,0
4170,2
4171,0
4172,0
4173,1
4174,1
4175,0
4176,0
4177,2
4178,1
4179,0
4180,2
4181,0
4182,0
4183,1
4184,0
4185,1
4186,0
4187,1
4188,0
4189,0
4190,0
4191,0
4192,2
4193,0
4194,0
4195,1
4196,0
4197,0
4198,1
4199,1
4200,0
4201,5
4202,0
4203,0
4204,0
4205,0
4206,0
4207,0
4208,0
4209,0
4210,0
4211,0
4212,1
4213,0
4214,1
4215,0
4216,0
4217,1
4218,0
4219,0
4220,1
4221,2
4222,0
4223,0
4224,1
4225,0
4226,0
4227,1
4228,0
4229,1
4230,1
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,1
4240,0
4241,0
4242,0
4243,0
4244,1
4245,2
4246,0
4247,0
4248,0
4249,0
4250,1
4251,0
4252,0
4253,0
4254,0
4255,0
4256,0
4257,0
4258,1
4259,0
4260,2
4261,0
4262,0
4263,1
4264,0
4265,0
4266,0
4267,1
4268,1
4269,0
4270,0
4271,1
4272,0
4273,0
4274,0
4275,0
4276,0
4277,2
4278,1
4279,1
4280,0
4281,0
4282,0
4283,0
4284,0
4285,0
4286,0
4287,1
4288,0
4289,0
4290,1
4291,0
4292,1
4293,0
4294,0
4295,1
4296,1
4297,0
4298,2
4299,0
4300,0
4301,1
4302,0
4303,0
4304,0
4305,0
4306,0
4307,1
4308,0
4309,0
4310,2
4311,1
4312,0
4313,2
4314,2
4315,0
4316,0
4317,0
4318,1
4319,3
4320,2
4321,0
4322,0
4323,3
4324,0
4325,1
4326,1
4327,1
4328,1
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,1
4336,2
4337,0
4338,0
4339,1
4340,0
4341,1
4342,1
4343,1
4344,0
4345,1
4346,1
4347,1
4348,0
4349,3
4350,0
4351,0
4352,1
4353,1
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4364,1
4365,0
4366,1
4367,1
4368,1
4369,1
4370,0
4371,0
4372,0
4373,0
4374,0
4375,1
4376,0
4377,0
4378,3
4379,0
4380,0
4381,0
4382,0
4383,0
4384,1
4385,0
4386,0
4387,0
4388,0
4389,0
4390,0
4391,2
4392,0
4393,1
4394,0
4395,0
4396,2
4397,0
4398,1
4399,0
4400,0
4401,0
4402,0
4403,0
4404,1
4405,0
4406,0
4407,1
4408,0
4409,0
4410,0
4411,0
4412,1
4413,0
4414,0
4415,1
4416,2
4417,0
4418,0
4419,1
4420,0
4421,1
4422,0
4423,0
4424,0
4425,0
4426,0
4427,2
4428,0
4429,0
4430,1
4431,2
4432,2
4433,1
4434,0
4435,0
4436,0
4437,0
4438,0
4439,1
4440,0
4441,0
4442,2
4443,2
4444,0
4445,0
4446,0
4447,1
4448,2
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,1
4456,1
4457,0
4458,1
4459,0
4460,0
4461,1
4462,0
4463,0
4464,0
4465,0
4466,1
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,0
4475,1
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,0
4484,0
4485,0
4486,0
4487,0
4488,1
4489,1
4490,0
4491,1
4492,1
4493,1
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,1
4502,0
4503,1
4504,1
4505,0
4506,0
4507,1
4508,2
4509,0
4510,0
4511,0
4512,0
4513,1
4514,1
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,1
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,1
4537,0
4538,0
4539,0
4540,0
4541,1
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,0
4553,1
4554,0
4555,0
4556,1
4557,0
4558,1
4559,0
4560,0
4561,0
4562,1
4563,2
4564,2
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,1
4576,0
4577,0
4578,1
4579,0
4580,0
4581,0
4582,0
4583,0
4584,1
4585,0
4586,1
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,1
4595,1
4596,0
4597,1
4598,0
4599,1
4600,0
4601,0
4602,0
4603,0
4604,1
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,1
4613,1
4614,0
4615,0
4616,1
4617,1
4618,0
4619,0
4620,1
4621,0
4622,0
4623,1
4624,0
4625,0
4626,0
4627,0
4628,0
4629,0
4630,3
4631,0
4632,1
4633,0
4634,0
4635,0
4636,2
4637,0
4638,0
4639,0
4640,1
4641,2
4642,1
4643,0
4644,0
4645,0
4646,0
4647,0
4648,1
4649,0
4650,0
4651,0
4652,0
4653,2
4654,0
4655,0
4656,0
4657,0
4658,0
4659,1
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,1
4668,0
4669,0
4670,0
4671,0
4672,1
4673,0
4674,0
4675,0
4676,0
4677,0
4678,1
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,1
4691,0
4692,0
4693,0
4694,0
4695,0
4696,1
4697,0
4698,0
4699,0
4700,0
4701,0
4702,0
4703,0
4704,1
4705,0
4706,0
4707,1
4708,1
4709,0
4710,0
4711,0
4712,0
4713,1
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
